11,6,1,2017-01-01 07:35:01.010000
6,15,12,2017-01-01 07:35:01.010000
10,11,4,2017-01-01 07:35:01.010000
1,4,3,2017-01-01 07:35:01.010000
13,9,6,2017-01-01 07:35:01.010000
1,2,5,2017-01-01 07:35:01.010000
14,7,0,2017-01-01 07:35:01.010000
2,5,7,2017-01-01 07:35:01.010000
5,3,6,2017-01-01 07:35:01.010000
12,3,2,2017-01-01 07:35:01.010000
15,4,0,2017-01-01 07:35:01.010000
2,1,11,2017-01-01 07:35:01.010000
11,10,14,2017-01-01 07:35:01.010000
7,9,12,2017-01-01 07:35:01.010000
1,0,4,2017-01-01 07:35:01.010000
0,11,9,2017-01-01 07:35:01.010000
2,5,14,2017-01-01 07:35:01.010000
1,12,3,2017-01-01 07:35:01.010000
12,3,10,2017-01-01 07:35:01.010000
12,10,6,2017-01-01 07:35:01.010000
0,9,7,2017-01-01 07:35:01.010000
8,1,0,2017-01-01 07:35:01.010000
14,0,8,2017-01-01 07:35:01.010000
2,15,9,2017-01-01 07:35:01.010000
9,3,6,2017-01-01 07:35:01.010000
1,3,10,2017-01-01 07:35:01.010000
3,1,2,2017-01-01 07:35:01.010000
5,13,1,2017-01-01 07:35:01.010000
6,13,12,2017-01-01 07:35:01.010000
9,1,2,2017-01-01 07:35:01.010000
7,3,2,2017-01-01 07:35:01.010000
2,4,5,2017-01-01 07:35:01.010000
2,14,12,2017-01-01 07:35:01.010000
12,4,2,2017-01-01 07:35:01.010000
15,4,9,2017-01-01 07:35:01.010000
15,3,8,2017-01-01 07:35:01.010000
12,3,13,2017-01-01 07:35:01.010000
7,4,0,2017-01-01 07:35:01.010000
4,10,5,2017-01-01 07:35:01.010000
10,13,15,2017-01-01 07:35:01.010000
15,0,5,2017-01-01 07:35:01.010000
11,8,5,2017-01-01 07:35:01.010000
0,2,15,2017-01-01 07:35:01.010000
11,8,3,2017-01-01 07:35:01.010000
11,2,1,2017-01-01 07:35:01.010000
0,3,11,2017-01-01 07:35:01.010000
3,4,11,2017-01-01 07:35:01.010000
7,12,8,2017-01-01 07:35:01.010000
3,4,13,2017-01-01 07:35:01.010000
15,2,4,2017-01-01 07:35:01.010000
4,3,12,2017-01-01 07:35:01.010000
15,0,4,2017-01-01 07:35:01.010000
0,10,13,2017-01-01 07:35:01.010000
10,6,11,2017-01-01 07:35:01.010000
12,15,7,2017-01-01 07:35:01.010000
7,4,8,2017-01-01 07:35:01.010000
12,11,0,2017-01-01 07:35:01.010000
2,9,7,2017-01-01 07:35:01.010000
1,5,3,2017-01-01 07:35:01.010000
0,7,8,2017-01-01 07:35:01.010000
3,7,15,2017-01-01 07:35:01.010000
8,10,12,2017-01-01 07:35:01.010000
11,5,8,2017-01-01 07:35:01.010000
12,8,14,2017-01-01 07:35:01.010000
6,4,11,2017-01-01 07:35:01.010000
2,13,7,2017-01-01 07:35:01.010000
12,15,0,2017-01-01 07:35:01.010000
12,9,15,2017-01-01 07:35:01.010000
3,2,1,2017-01-01 07:35:01.010000
11,13,9,2017-01-01 07:35:01.010000
10,9,15,2017-01-01 07:35:01.010000
0,14,1,2017-01-01 07:35:01.010000
14,3,10,2017-01-01 07:35:01.010000
8,6,3,2017-01-01 07:35:01.010000
1,3,10,2017-01-01 07:35:01.010000
9,2,4,2017-01-01 07:35:01.010000
4,11,6,2017-01-01 07:35:01.010000
0,10,14,2017-01-01 07:35:01.010000
12,11,13,2017-01-01 07:35:01.010000
2,6,14,2017-01-01 07:35:01.010000
0,2,3,2017-01-01 07:35:01.010000
1,4,13,2017-01-01 07:35:01.010000
7,1,2,2017-01-01 07:35:01.010000
13,11,14,2017-01-01 07:35:01.010000
6,1,9,2017-01-01 07:35:01.010000
12,7,10,2017-01-01 07:35:01.010000
2,13,7,2017-01-01 07:35:01.010000
15,13,1,2017-01-01 07:35:01.010000
10,4,11,2017-01-01 07:35:01.010000
3,15,10,2017-01-01 07:35:01.010000
7,14,15,2017-01-01 07:35:01.010000
0,12,9,2017-01-01 07:35:01.010000
15,7,5,2017-01-01 07:35:01.010000
11,1,4,2017-01-01 07:35:01.010000
9,11,6,2017-01-01 07:35:01.010000
12,0,7,2017-01-01 07:35:01.010000
12,14,2,2017-01-01 07:35:01.010000
12,14,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
14,12,2,2017-01-01 07:35:01.010000
2,14,5,2017-01-01 07:35:01.010000
9,8,2,2017-01-01 07:35:01.010000
7,3,11,2017-01-01 07:35:01.010000
7,3,11,2017-01-01 07:35:01.010000
11,8,15,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
3,1,11,2017-01-01 07:35:01.010000
3,1,11,2017-01-01 07:35:01.010000
3,1,11,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
3,1,11,2017-01-01 07:35:01.010000
8,10,6,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
1,3,11,2017-01-01 07:35:01.010000
7,1,11,2017-01-01 07:35:01.010000
0,5,3,2017-01-01 07:35:01.010000
7,1,11,2017-01-01 07:35:01.010000
0,5,3,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
13,9,0,2017-01-01 07:35:01.010000
9,13,0,2017-01-01 07:35:01.010000
9,13,0,2017-01-01 07:35:01.010000
9,13,0,2017-01-01 07:35:01.010000
9,13,0,2017-01-01 07:35:01.010000
9,13,0,2017-01-01 07:35:01.010000
9,13,0,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
10,8,7,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
6,0,2,2017-01-01 07:35:01.010000
8,10,7,2017-01-01 07:35:01.010000
14,11,8,2017-01-01 07:35:01.010000
14,11,8,2017-01-01 07:35:01.010000
14,11,8,2017-01-01 07:35:01.010000
14,11,8,2017-01-01 07:35:01.010000
14,11,8,2017-01-01 07:35:01.010000
14,11,8,2017-01-01 07:35:01.010000
14,11,8,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
6,7,12,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
2,13,0,2017-01-01 07:35:01.010000
14,0,2,2017-01-01 07:35:01.010000
14,0,2,2017-01-01 07:35:01.010000
14,0,2,2017-01-01 07:35:01.010000
