"","Participant.ID","Timestamp","Center","Left","Right","Answer","Alg.Label","Response.Time..s.","Participant.ID.sub","Condition","Session"
"1","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","owl.jpg","pig.jpg","cow.jpg","cow.jpg","UncertaintySampling","61.298","p013","young","young"
"2","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","bird.jpg","owl.jpg","cow.jpg","owl.jpg","UncertaintySampling","7.162","p013","young","young"
"3","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","peacock.jpg","duck.jpg","zebra.jpg","duck.jpg","UncertaintySampling","5.416","p013","young","young"
"4","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","penguin.jpg","swan.jpg","monkey.jpg","swan.jpg","UncertaintySampling","8.171","p013","young","young"
"5","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","ostrich.jpg","swan.jpg","giraffe.jpg","giraffe.jpg","UncertaintySampling","5.934","p013","young","young"
"6","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","bird.jpg","penguin.jpg","duck.jpg","penguin.jpg","RandomSampling","14.45","p013","young","young"
"7","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","pig.jpg","bird.jpg","duck.jpg","bird.jpg","UncertaintySampling","0.039","p013","young","young"
"8","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","duck.jpg","swan.jpg","giraffe.jpg","swan.jpg","UncertaintySampling","9.649","p013","young","young"
"9","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","raccoon.jpg","elephant.jpg","penguin.jpg","penguin.jpg","RandomSampling","6.242","p013","young","young"
"10","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","rooster.jpg","elephant.jpg","owl.jpg","owl.jpg","UncertaintySampling","6.574","p013","young","young"
"11","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","duck.jpg","ostrich.jpg","cow.jpg","cow.jpg","UncertaintySampling","5.46","p013","young","young"
"12","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","duck.jpg","pig.jpg","bird.jpg","bird.jpg","UncertaintySampling","4.437","p013","young","young"
"13","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","monkey.jpg","swan.jpg","peacock.jpg","peacock.jpg","UncertaintySampling","10.057","p013","young","young"
"14","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","rooster.jpg","bird.jpg","duck.jpg","bird.jpg","UncertaintySampling","7.518","p013","young","young"
"15","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","duck.jpg","elephant.jpg","monkey.jpg","elephant.jpg","UncertaintySampling","6.351","p013","young","young"
"16","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","penguin.jpg","swan.jpg","raccoon.jpg","swan.jpg","UncertaintySampling","4.527","p013","young","young"
"17","99b6f3ffa1bd8598bb5fe7fcc41cd5_p013","2017-01-01 07:35:01.01","peacock.jpg","owl.jpg","zebra.jpg","zebra.jpg","RandomSampling","14.021","p013","young","young"
