,X,Y,age_group
0,-0.114519271556,0.765508406375,young
1,-0.244993939301,-0.287714350206,young
2,0.034510459902,-0.797833143452,young
3,-0.124825989691,-0.44566600241,young
4,0.579962369181,-0.635842585505,young
5,-0.133139089992,-1.11876536625,young
6,-0.284693251538,0.217614403416,young
7,-0.297632129823,0.108330561057,young
8,-1.15873917679,-0.167742104307,young
9,0.0634076614228,-0.509980473726,young
10,0.353526152631,1.05195995895,young
11,0.722185316376,-0.428682974464,young
12,-1.1263044576,0.366586151361,young
13,-0.949015433467,-0.100207406321,young
14,0.696991829848,0.856868735672,young
15,0.884953818946,-0.788423867135,young
0,0.908056913335,0.853972433529,mid
1,1.54957780322,-0.0616787196334,mid
2,0.337450254373,0.832906188388,mid
3,0.609299074857,0.593987322815,mid
4,1.48861422725,-0.101968650645,mid
5,0.793349449875,-0.865450040487,mid
6,1.09794445607,0.460645944838,mid
7,0.541533622029,-0.0849559657644,mid
8,1.33378764734,0.590467205399,mid
9,0.0220453440081,-0.305590000913,mid
10,1.15573102696,-0.482566610442,mid
11,1.06809448518,0.0290128010246,mid
12,1.84082044544,0.463453268289,mid
13,1.16598027932,-0.00993397439802,mid
14,-0.108248401273,-0.863162812397,mid
15,0.142859999742,-0.763227409298,mid
0,0.427130430141,-1.20608320356,old
1,0.178554461333,1.65951737249,old
2,1.28578527403,-1.2360629802,old
3,0.979835428228,-0.564597824254,old
4,-0.828763281872,0.834991465712,old
5,-0.26480551433,0.46810067358,old
6,0.622878113316,0.0106362778273,old
7,-0.657393807102,-1.15322521328,old
8,-0.855275484663,-1.50851150986,old
9,-0.193523429579,-1.43203239366,old
10,-0.264617115259,1.32068984342,old
11,-2.06994049625,0.718294208436,old
12,0.55078519376,-1.86708233523,old
13,-0.228557554602,0.00692771445476,old
14,0.415814372672,0.856871414359,old
15,-1.02675704178,-0.39071980171,old
