areyouworking,3/22/2017,17:25,middle,practice_trial,1,chair
areyouworking,3/22/2017,17:25,middle,practice_trial,2,banana
sss,3/22/2017,17:46,middle,practice_trial,1,chair
sss,3/22/2017,17:46,middle,practice_trial,2,banana
testkid,3/23/2017,8:41,young,practice_trial,1,chair
test,3/23/2017,8:47,middle,practice_trial,1,chair
test,3/23/2017,8:47,middle,practice_trial,2,trombone
test,3/23/2017,8:48,old,practice_trial,1,plane
test,3/23/2017,8:48,old,practice_trial,2,banana
test,3/23/2017,8:49,young,practice_trial,1,chair
test,3/23/2017,8:49,young,practice_trial,2,trombone
p028,3/23/2017,11:20,young,practice_trial,1,chair
p028,3/23/2017,11:20,young,practice_trial,2,banana
p029,3/23/2017,11:46,young,practice_trial,1,plane
p029,3/23/2017,11:46,young,practice_trial,2,banana
p030,3/23/2017,12:02,old,practice_trial,1,chair
p030,3/23/2017,12:02,old,practice_trial,2,banana
p031,3/23/2017,12:13,young,practice_trial,1,chair
p031,3/23/2017,12:13,young,practice_trial,2,banana
p032,3/23/2017,12:34,middle,practice_trial,1,plane
p032,3/23/2017,12:34,middle,practice_trial,2,banana
p033,3/23/2017,13:08,old,practice_trial,1,chair
p033,3/23/2017,13:08,old,practice_trial,2,banana
