,alg_id,alg_label,exp_uid,network_delay,participant_uid,query_uid,response_time,target_center,target_left,target_right,target_winner,timestamp_query_generated
0,RandomSampling,RandomSampling,e2366345351f5694221cb757d0a7c9,0.225756,e2366345351f5694221cb757d0a7c9_Megan,977bb1db1219dbbebef14bc3fab60619,4.757,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/pig.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/ostrich.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/elephant.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/elephant.jpg,2017-04-03 19:10:50.151910
1,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.241644,e2366345351f5694221cb757d0a7c9_Megan,3498348ffccd7e4ae40fb3f6d23b1ea6,8.95,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/cow.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/ostrich.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/bird.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/ostrich.jpg,2017-04-03 19:10:55.367564
2,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.217329,e2366345351f5694221cb757d0a7c9_Megan,db977c8a35d6a679fbeff2dd9007153a,32.933,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/rooster.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/raccoon.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/giraffe.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/raccoon.jpg,2017-04-03 19:11:04.764478
3,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.718299,e2366345351f5694221cb757d0a7c9_Megan,42a5f5fd39019d9c0a44ffc1f5fad6ca,2.137,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/penguin.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/squirrel.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/ostrich.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/ostrich.jpg,2017-04-03 19:11:38.157814
4,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.1864,e2366345351f5694221cb757d0a7c9_Megan,1bfceea5f08f6bfa14ce17c000ad75e7,4.76,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/peacock.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/monkey.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/cow.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/cow.jpg,2017-04-03 19:11:41.217383
5,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.296906,e2366345351f5694221cb757d0a7c9_Megan,4361599f477aacc40f7066e25f4fc2b8,2.123,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/duck.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/owl.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/pig.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/owl.jpg,2017-04-03 19:11:46.382281
6,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.234729,e2366345351f5694221cb757d0a7c9_Megan,b7ccf8794f65ce049605015324144d83,4.305,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/squirrel.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/ostrich.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/duck.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/duck.jpg,2017-04-03 19:11:49.038210
7,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.296981,e2366345351f5694221cb757d0a7c9_Megan,38e376d94351ba9b6c38160d6a293d5f,4.231,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/giraffe.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/peacock.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/owl.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/peacock.jpg,2017-04-03 19:11:53.790033
8,UncertaintySampling,UncertaintySampling,e2366345351f5694221cb757d0a7c9,0.122059,e2366345351f5694221cb757d0a7c9_Megan,a7a747013189ec40102140e79a36a873,1.671,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/elephant.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/peacock.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/zebra.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/zebra.jpg,2017-04-03 19:11:58.584168
9,RandomSampling,RandomSampling,e2366345351f5694221cb757d0a7c9,0.214708,e2366345351f5694221cb757d0a7c9_Megan,e57aa23f8413b7d838763b2dceac74f6,2.399,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/monkey.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/pig.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/cow.jpg,http://7b23b2b9c86aaf4ceca5c2d4662255.s3.amazonaws.com/pig.jpg,2017-04-03 19:12:00.580440
