exp,subid,date,time,age_group,trial_type,total_words,response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,p001,3/11/17,13:49,middle,vocab_data,28,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""rhinoceros""","10:""gorilla""","11:""koala""","12:""buffalo""","13:""owl""","14:""eagle""","15:""swan""","16:""ostrich""","17:""rooster""","18:""panther""","19:""coyote""","20:""hyena""","21:""raccoon""","22:""crane""","23:""woodpecker""","24:""porcupine""","25:""hippopotamus""","26:""chimpanzee""","27:""mole""}",,,,,,,,,,,,
1,P002,3/11/17,14:14,young,vocab_data,15,"{""0"":""goat""","1:""panda""","2:""camel""","3:""peacock""","4:""rhinoceros""","5:""gorilla""","6:""koala""","7:""owl""","8:""eagle""","9:""rooster""","10:""raccoon""","11:""hawk""","12:""porcupine""","13:""hippopotamus""","14:""chimpanzee""}",,,,,,,,,,,,,,,,,,,,,,,,,
1,p003,3/11/17,14:33,middle,vocab_data,26,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""rhinoceros""","10:""gorilla""","11:""koala""","12:""buffalo""","13:""owl""","14:""eagle""","15:""swan""","16:""ostrich""","17:""rooster""","18:""panther""","19:""coyote""","20:""hyena""","21:""raccoon""","22:""hawk""","23:""porcupine""","24:""hippopotamus""","25:""falcon""}",,,,,,,,,,,,,,
1,P004,3/11/17,13:25,young,vocab_data,15,"{""0"":""goat""","1:""panda""","2:""camel""","3:""parrot""","4:""peacock""","5:""penguin""","6:""rhinoceros""","7:""gorilla""","8:""owl""","9:""eagle""","10:""rooster""","11:""raccoon""","12:""woodpecker""","13:""hippopotamus""","14:""chimpanzee""}",,,,,,,,,,,,,,,,,,,,,,,,,
1,P004,3/11/17,14:57,young,vocab_data,15,"{""0"":""panda""","1:""camel""","2:""parrot""","3:""seagull""","4:""peacock""","5:""penguin""","6:""rhinoceros""","7:""gorilla""","8:""owl""","9:""eagle""","10:""ostrich""","11:""rooster""","12:""raccoon""","13:""hippopotamus""","14:""chimpanzee""}",,,,,,,,,,,,,,,,,,,,,,,,,
1,p005,3/11/17,14:49,young,vocab_data,5,"{""0"":""bluebird""","1:""buffalo""","2:""owl""","3:""raccoon""","4:""hippopotamus""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,p006,3/11/17,16:29,young,vocab_data,0,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,p007,3/11/17,14:59,young,vocab_data,12,"{""0"":""walrus""","1:""goat""","2:""camel""","3:""penguin""","4:""rhinoceros""","5:""gorilla""","6:""owl""","7:""eagle""","8:""rooster""","9:""coyote""","10:""raccoon""","11:""porcupine""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,p009,3/11/17,15:21,middle,vocab_data,37,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""penguin""","8:""bluebird""","9:""rhinoceros""","10:""gorilla""","11:""koala""","12:""mule""","13:""buffalo""","14:""owl""","15:""eagle""","16:""swan""","17:""ostrich""","18:""rooster""","19:""panther""","20:""coyote""","21:""hyena""","22:""possum""","23:""raccoon""","24:""crane""","25:""hawk""","26:""parakeet""","27:""woodpecker""","28:""porcupine""","29:""hippopotamus""","30:""chimpanzee""","31:""mole""","32:""weasel""","33:""canary""","34:""falcon""","35:""sparrow""","36:""stork""}",,,
2,p010,3/18/17,13:26,young,vocab_data,23,"{""0"":""goat""","1:""panda""","2:""camel""","3:""parrot""","4:""peacock""","5:""penguin""","6:""bluebird""","7:""rhinoceros""","8:""gorilla""","9:""koala""","10:""buffalo""","11:""owl""","12:""eagle""","13:""swan""","14:""rooster""","15:""coyote""","16:""hyena""","17:""raccoon""","18:""crane""","19:""hawk""","20:""porcupine""","21:""hippopotamus""","22:""chimpanzee""}",,,,,,,,,,,,,,,,,
2,p011,3/18/17,14:13,middle,vocab_data,18,"{""0"":""goat""","1:""panda""","2:""otter""","3:""camel""","4:""parrot""","5:""seagull""","6:""peacock""","7:""penguin""","8:""bluebird""","9:""gorilla""","10:""owl""","11:""eagle""","12:""rooster""","13:""raccoon""","14:""woodpecker""","15:""hippopotamus""","16:""chimpanzee""","17:""weasel""}",,,,,,,,,,,,,,,,,,,,,,
2,p011,3/18/17,14:34,middle,vocab_data,21,"{""0"":""goat""","1:""panda""","2:""otter""","3:""camel""","4:""parrot""","5:""seagull""","6:""peacock""","7:""penguin""","8:""rhinoceros""","9:""gorilla""","10:""buffalo""","11:""owl""","12:""eagle""","13:""ostrich""","14:""rooster""","15:""panther""","16:""raccoon""","17:""woodpecker""","18:""hippopotamus""","19:""chimpanzee""","20:""weasel""}",,,,,,,,,,,,,,,,,,,
2,p012,3/18/17,14:41,middle,vocab_data,24,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""seagull""","4:""peacock""","5:""penguin""","6:""rhinoceros""","7:""gorilla""","8:""koala""","9:""buffalo""","10:""owl""","11:""eagle""","12:""ostrich""","13:""rooster""","14:""panther""","15:""coyote""","16:""hyena""","17:""possum""","18:""raccoon""","19:""woodpecker""","20:""porcupine""","21:""hippopotamus""","22:""chimpanzee""","23:""stork""}",,,,,,,,,,,,,,,,
2,p013,3/18/17,14:55,young,vocab_data,11,"{""0"":""goat""","1:""panda""","2:""camel""","3:""penguin""","4:""gorilla""","5:""koala""","6:""owl""","7:""hawk""","8:""porcupine""","9:""hippopotamus""","10:""stork""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p014,3/18/17,15:29,middle,vocab_data,14,"{""0"":""goat""","1:""seagull""","2:""penguin""","3:""rhinoceros""","4:""gorilla""","5:""owl""","6:""eagle""","7:""panther""","8:""hyena""","9:""raccoon""","10:""hawk""","11:""woodpecker""","12:""hippopotamus""","13:""chimpanzee""}",,,,,,,,,,,,,,,,,,,,,,,,,,
2,p015,3/18/17,15:46,middle,vocab_data,9,"{""0"":""goat""","1:""panda""","2:""parrot""","3:""gorilla""","4:""eagle""","5:""hyena""","6:""raccoon""","7:""porcupine""","8:""hippopotamus""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p016,3/18/17,15:59,young,vocab_data,20,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""seagull""","6:""peacock""","7:""penguin""","8:""rhinoceros""","9:""gorilla""","10:""koala""","11:""owl""","12:""eagle""","13:""panther""","14:""possum""","15:""raccoon""","16:""hawk""","17:""hippopotamus""","18:""falcon""","19:""stork""}",,,,,,,,,,,,,,,,,,,,
2,p017,3/18/17,16:06,middle,vocab_data,24,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""camel""","4:""parrot""","5:""peacock""","6:""penguin""","7:""bluebird""","8:""rhinoceros""","9:""gorilla""","10:""koala""","11:""buffalo""","12:""owl""","13:""eagle""","14:""swan""","15:""rooster""","16:""coyote""","17:""possum""","18:""raccoon""","19:""hawk""","20:""woodpecker""","21:""porcupine""","22:""hippopotamus""","23:""chimpanzee""}",,,,,,,,,,,,,,,,
2,p018,3/18/17,16:30,young,vocab_data,13,"{""0"":""goat""","1:""panda""","2:""penguin""","3:""gorilla""","4:""mule""","5:""buffalo""","6:""owl""","7:""rooster""","8:""hyena""","9:""raccoon""","10:""porcupine""","11:""hippopotamus""","12:""chimpanzee""}",,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p019,3/21/17,11:39,young,vocab_data,13,"{""0"":""walrus""","1:""panda""","2:""otter""","3:""penguin""","4:""rhinoceros""","5:""gorilla""","6:""buffalo""","7:""owl""","8:""eagle""","9:""raccoon""","10:""hawk""","11:""porcupine""","12:""hippopotamus""}",,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p020,3/21/17,12:33,young,vocab_data,26,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""gorilla""","10:""buffalo""","11:""owl""","12:""eagle""","13:""swan""","14:""rooster""","15:""panther""","16:""coyote""","17:""possum""","18:""raccoon""","19:""crane""","20:""hawk""","21:""woodpecker""","22:""porcupine""","23:""hippopotamus""","24:""mole""","25:""stork""}",,,,,,,,,,,,,,
2,p021,3/21/17,13:01,middle,vocab_data,8,"{""0"":""panda""","1:""penguin""","2:""bluebird""","3:""owl""","4:""eagle""","5:""raccoon""","6:""chimpanzee""","7:""falcon""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p022,3/21/17,13:11,young,vocab_data,7,"{""0"":""goat""","1:""panda""","2:""penguin""","3:""bluebird""","4:""owl""","5:""rooster""","6:""raccoon""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p023,3/22/17,14:40,middle,vocab_data,29,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""rhinoceros""","10:""koala""","11:""buffalo""","12:""owl""","13:""eagle""","14:""swan""","15:""ostrich""","16:""rooster""","17:""panther""","18:""coyote""","19:""hyena""","20:""possum""","21:""raccoon""","22:""crane""","23:""hawk""","24:""parakeet""","25:""woodpecker""","26:""porcupine""","27:""hippopotamus""","28:""roadrunner""}",,,,,,,,,,,
2,p024,3/22/17,15:00,young,vocab_data,22,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""penguin""","8:""rhinoceros""","9:""gorilla""","10:""buffalo""","11:""owl""","12:""eagle""","13:""swan""","14:""ostrich""","15:""rooster""","16:""possum""","17:""raccoon""","18:""hawk""","19:""porcupine""","20:""hippopotamus""","21:""weasel""}",,,,,,,,,,,,,,,,,,
2,p026,3/22/17,15:29,young,vocab_data,25,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""penguin""","8:""bluebird""","9:""rhinoceros""","10:""gorilla""","11:""koala""","12:""owl""","13:""eagle""","14:""swan""","15:""ostrich""","16:""rooster""","17:""panther""","18:""coyote""","19:""raccoon""","20:""woodpecker""","21:""porcupine""","22:""hippopotamus""","23:""chimpanzee""","24:""stork""}",,,,,,,,,,,,,,,
2,p027,3/22/17,16:08,young,vocab_data,14,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""camel""","4:""parrot""","5:""peacock""","6:""penguin""","7:""rhinoceros""","8:""gorilla""","9:""owl""","10:""swan""","11:""hawk""","12:""hippopotamus""","13:""chimpanzee""}",,,,,,,,,,,,,,,,,,,,,,,,,,
2,p028,3/23/17,11:40,young,vocab_data,23,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""buffalo""","14:""owl""","15:""eagle""","16:""swan""","17:""ostrich""","18:""rooster""","19:""raccoon""","20:""porcupine""","21:""hippopotamus""","22:""chimpanzee""}",,,,,,,,,,,,,,,,,
2,p031,3/23/17,12:30,young,vocab_data,38,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""mule""","14:""buffalo""","15:""owl""","16:""eagle""","17:""swan""","18:""ostrich""","19:""rooster""","20:""panther""","21:""coyote""","22:""possum""","23:""raccoon""","24:""crane""","25:""hawk""","26:""parakeet""","27:""woodpecker""","28:""porcupine""","29:""hippopotamus""","30:""chimpanzee""","31:""mole""","32:""weasel""","33:""canary""","34:""roadrunner""","35:""falcon""","36:""sparrow""","37:""stork""}",,
2,p034,3/31/17,14:00,young,vocab_data,7,"{""0"":""walrus""","1:""panda""","2:""camel""","3:""seagull""","4:""penguin""","5:""rhinoceros""","6:""gorilla""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,P035,3/31/17,14:29,young,vocab_data,2,"{""0"":""owl""","1:""swan""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p036,3/31/17,14:59,old,vocab_data,14,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""penguin""","5:""rhinoceros""","6:""gorilla""","7:""koala""","8:""buffalo""","9:""owl""","10:""rooster""","11:""porcupine""","12:""hippopotamus""","13:""chimpanzee""}",,,,,,,,,,,,,,,,,,,,,,,,,,
2,P037,3/31/17,15:10,middle,vocab_data,30,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""buffalo""","14:""owl""","15:""eagle""","16:""ostrich""","17:""rooster""","18:""panther""","19:""coyote""","20:""hyena""","21:""possum""","22:""raccoon""","23:""hawk""","24:""woodpecker""","25:""porcupine""","26:""hippopotamus""","27:""chimpanzee""","28:""falcon""","29:""sparrow""}",,,,,,,,,,
2,P038,3/31/17,15:15,old,vocab_data,35,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""buffalo""","14:""owl""","15:""eagle""","16:""swan""","17:""ostrich""","18:""panther""","19:""coyote""","20:""hyena""","21:""raccoon""","22:""crane""","23:""hawk""","24:""parakeet""","25:""cuckoo""","26:""woodpecker""","27:""porcupine""","28:""hippopotamus""","29:""chimpanzee""","30:""canary""","31:""roadrunner""","32:""falcon""","33:""sparrow""","34:""stork""}",,,,,
2,p039,3/31/17,15:39,middle,vocab_data,33,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""mule""","14:""buffalo""","15:""owl""","16:""eagle""","17:""swan""","18:""ostrich""","19:""rooster""","20:""panther""","21:""coyote""","22:""possum""","23:""raccoon""","24:""crane""","25:""hawk""","26:""parakeet""","27:""woodpecker""","28:""porcupine""","29:""hippopotamus""","30:""chimpanzee""","31:""mole""","32:""weasel""}",,,,,,,
2,p040,3/31/17,16:14,young,vocab_data,7,"{""0"":""goat""","1:""panda""","2:""otter""","3:""camel""","4:""seagull""","5:""penguin""","6:""rhinoceros""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p041,3/31/17,16:39,old,vocab_data,12,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p042,1/15/09,18:04,old,vocab_data,15,"{""0"":""goat""","1:""panda""","2:""camel""","3:""parrot""","4:""penguin""","5:""rhinoceros""","6:""gorilla""","7:""koala""","8:""owl""","9:""eagle""","10:""rooster""","11:""possum""","12:""raccoon""","13:""porcupine""","14:""hippopotamus""}",,,,,,,,,,,,,,,,,,,,,,,,,
2,p043,4/1/17,13:56,old,vocab_data,12,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p044,1/15/09,18:10,middle,vocab_data,11,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""rhinoceros""","10:""gorilla""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,P045,4/1/17,14:04,middle,vocab_data,40,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""mule""","14:""buffalo""","15:""owl""","16:""eagle""","17:""swan""","18:""ostrich""","19:""rooster""","20:""panther""","21:""coyote""","22:""hyena""","23:""possum""","24:""raccoon""","25:""crane""","26:""hawk""","27:""parakeet""","28:""cuckoo""","29:""woodpecker""","30:""porcupine""","31:""hippopotamus""","32:""chimpanzee""","33:""mole""","34:""weasel""","35:""canary""","36:""roadrunner""","37:""falcon""","38:""sparrow""","39:""stork""}"
