"","Participant.ID","Timestamp","Center","Left","Right","Answer","Alg.Label","Response.Time..s.","Participant.ID.sub","Condition","Session"
"1","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","cow.jpg","ostrich.jpg","raccoon.jpg","raccoon.jpg","UncertaintySampling","7.078","p025","old","old"
"2","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","rooster.jpg","zebra.jpg","ostrich.jpg","ostrich.jpg","UncertaintySampling","5.779","p025","old","old"
"3","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","giraffe.jpg","raccoon.jpg","pig.jpg","pig.jpg","UncertaintySampling","2.906","p025","old","old"
"4","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","elephant.jpg","cow.jpg","giraffe.jpg","cow.jpg","UncertaintySampling","3.112","p025","old","old"
"5","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","ostrich.jpg","penguin.jpg","squirrel.jpg","squirrel.jpg","UncertaintySampling","4.109","p025","old","old"
"6","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","monkey.jpg","duck.jpg","cow.jpg","cow.jpg","UncertaintySampling","5.5","p025","old","old"
"7","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","elephant.jpg","ostrich.jpg","bird.jpg","ostrich.jpg","RandomSampling","3.352","p025","old","old"
"8","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","bird.jpg","owl.jpg","swan.jpg","swan.jpg","UncertaintySampling","2.983","p025","old","old"
"9","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","raccoon.jpg","rooster.jpg","peacock.jpg","rooster.jpg","RandomSampling","2.996","p025","old","old"
"10","fd8f6565f6fbdd02d76311757de812_p025","2017-01-01 07:35:01.01","owl.jpg","duck.jpg","monkey.jpg","duck.jpg","UncertaintySampling","3.757","p025","old","old"
