11,2,1,2017-01-01 07:35:01.010000
13,11,12,2017-01-01 07:35:01.010000
3,2,4,2017-01-01 07:35:01.010000
1,2,3,2017-01-01 07:35:01.010000
2,13,6,2017-01-01 07:35:01.010000
3,14,5,2017-01-01 07:35:01.010000
13,15,0,2017-01-01 07:35:01.010000
13,15,7,2017-01-01 07:35:01.010000
10,0,6,2017-01-01 07:35:01.010000
0,12,2,2017-01-01 07:35:01.010000
3,1,0,2017-01-01 07:35:01.010000
9,6,11,2017-01-01 07:35:01.010000
9,8,14,2017-01-01 07:35:01.010000
4,14,12,2017-01-01 07:35:01.010000
15,7,4,2017-01-01 07:35:01.010000
3,10,9,2017-01-01 07:35:01.010000
12,5,14,2017-01-01 07:35:01.010000
11,8,3,2017-01-01 07:35:01.010000
1,9,10,2017-01-01 07:35:01.010000
11,10,6,2017-01-01 07:35:01.010000
1,10,7,2017-01-01 07:35:01.010000
7,1,0,2017-01-01 07:35:01.010000
2,15,8,2017-01-01 07:35:01.010000
14,5,9,2017-01-01 07:35:01.010000
4,14,6,2017-01-01 07:35:01.010000
0,2,10,2017-01-01 07:35:01.010000
14,4,2,2017-01-01 07:35:01.010000
7,3,12,2017-01-01 07:35:01.010000
1,6,2,2017-01-01 07:35:01.010000
0,10,2,2017-01-01 07:35:01.010000
8,14,5,2017-01-01 07:35:01.010000
0,2,12,2017-01-01 07:35:01.010000
3,5,2,2017-01-01 07:35:01.010000
14,11,9,2017-01-01 07:35:01.010000
1,6,8,2017-01-01 07:35:01.010000
7,4,13,2017-01-01 07:35:01.010000
14,8,0,2017-01-01 07:35:01.010000
3,1,5,2017-01-01 07:35:01.010000
11,12,15,2017-01-01 07:35:01.010000
7,15,5,2017-01-01 07:35:01.010000
4,8,5,2017-01-01 07:35:01.010000
11,14,15,2017-01-01 07:35:01.010000
7,14,3,2017-01-01 07:35:01.010000
10,13,1,2017-01-01 07:35:01.010000
10,5,11,2017-01-01 07:35:01.010000
8,2,11,2017-01-01 07:35:01.010000
14,2,8,2017-01-01 07:35:01.010000
0,15,13,2017-01-01 07:35:01.010000
6,9,4,2017-01-01 07:35:01.010000
9,3,12,2017-01-01 07:35:01.010000
2,7,4,2017-01-01 07:35:01.010000
8,14,13,2017-01-01 07:35:01.010000
14,4,13,2017-01-01 07:35:01.010000
12,9,11,2017-01-01 07:35:01.010000
2,15,7,2017-01-01 07:35:01.010000
12,10,8,2017-01-01 07:35:01.010000
11,1,0,2017-01-01 07:35:01.010000
15,9,7,2017-01-01 07:35:01.010000
11,12,3,2017-01-01 07:35:01.010000
14,5,8,2017-01-01 07:35:01.010000
4,7,15,2017-01-01 07:35:01.010000
1,9,12,2017-01-01 07:35:01.010000
6,12,8,2017-01-01 07:35:01.010000
9,8,14,2017-01-01 07:35:01.010000
7,5,11,2017-01-01 07:35:01.010000
15,5,7,2017-01-01 07:35:01.010000
14,9,0,2017-01-01 07:35:01.010000
14,5,15,2017-01-01 07:35:01.010000
3,6,1,2017-01-01 07:35:01.010000
8,14,9,2017-01-01 07:35:01.010000
5,14,15,2017-01-01 07:35:01.010000
5,13,1,2017-01-01 07:35:01.010000
2,12,10,2017-01-01 07:35:01.010000
15,8,3,2017-01-01 07:35:01.010000
14,8,10,2017-01-01 07:35:01.010000
1,3,4,2017-01-01 07:35:01.010000
9,1,6,2017-01-01 07:35:01.010000
15,10,14,2017-01-01 07:35:01.010000
2,1,13,2017-01-01 07:35:01.010000
0,13,14,2017-01-01 07:35:01.010000
15,14,3,2017-01-01 07:35:01.010000
4,2,13,2017-01-01 07:35:01.010000
12,1,2,2017-01-01 07:35:01.010000
6,1,14,2017-01-01 07:35:01.010000
11,15,9,2017-01-01 07:35:01.010000
7,6,10,2017-01-01 07:35:01.010000
6,15,7,2017-01-01 07:35:01.010000
3,14,1,2017-01-01 07:35:01.010000
10,12,11,2017-01-01 07:35:01.010000
0,7,10,2017-01-01 07:35:01.010000
13,0,15,2017-01-01 07:35:01.010000
5,1,9,2017-01-01 07:35:01.010000
11,9,5,2017-01-01 07:35:01.010000
15,2,4,2017-01-01 07:35:01.010000
1,15,6,2017-01-01 07:35:01.010000
7,13,12,2017-01-01 07:35:01.010000
6,2,13,2017-01-01 07:35:01.010000
14,6,7,2017-01-01 07:35:01.010000
14,6,7,2017-01-01 07:35:01.010000
14,6,7,2017-01-01 07:35:01.010000
0,2,10,2017-01-01 07:35:01.010000
8,5,12,2017-01-01 07:35:01.010000
5,8,12,2017-01-01 07:35:01.010000
5,8,12,2017-01-01 07:35:01.010000
5,8,12,2017-01-01 07:35:01.010000
15,4,3,2017-01-01 07:35:01.010000
5,8,12,2017-01-01 07:35:01.010000
11,13,2,2017-01-01 07:35:01.010000
11,13,2,2017-01-01 07:35:01.010000
11,13,2,2017-01-01 07:35:01.010000
12,14,10,2017-01-01 07:35:01.010000
13,8,7,2017-01-01 07:35:01.010000
12,2,7,2017-01-01 07:35:01.010000
12,2,7,2017-01-01 07:35:01.010000
2,12,7,2017-01-01 07:35:01.010000
10,11,1,2017-01-01 07:35:01.010000
10,11,1,2017-01-01 07:35:01.010000
11,10,1,2017-01-01 07:35:01.010000
10,11,1,2017-01-01 07:35:01.010000
11,10,1,2017-01-01 07:35:01.010000
10,11,1,2017-01-01 07:35:01.010000
10,11,1,2017-01-01 07:35:01.010000
11,10,1,2017-01-01 07:35:01.010000
4,8,12,2017-01-01 07:35:01.010000
8,4,12,2017-01-01 07:35:01.010000
4,8,12,2017-01-01 07:35:01.010000
4,8,12,2017-01-01 07:35:01.010000
4,8,12,2017-01-01 07:35:01.010000
8,4,12,2017-01-01 07:35:01.010000
12,4,2,2017-01-01 07:35:01.010000
8,13,6,2017-01-01 07:35:01.010000
8,13,6,2017-01-01 07:35:01.010000
13,8,6,2017-01-01 07:35:01.010000
13,8,6,2017-01-01 07:35:01.010000
8,13,6,2017-01-01 07:35:01.010000
8,13,6,2017-01-01 07:35:01.010000
8,13,6,2017-01-01 07:35:01.010000
8,13,6,2017-01-01 07:35:01.010000
8,13,6,2017-01-01 07:35:01.010000
13,8,6,2017-01-01 07:35:01.010000
10,12,4,2017-01-01 07:35:01.010000
4,14,11,2017-01-01 07:35:01.010000
14,4,11,2017-01-01 07:35:01.010000
12,10,2,2017-01-01 07:35:01.010000
14,4,11,2017-01-01 07:35:01.010000
14,4,11,2017-01-01 07:35:01.010000
4,14,11,2017-01-01 07:35:01.010000
14,4,11,2017-01-01 07:35:01.010000
4,14,11,2017-01-01 07:35:01.010000
7,6,4,2017-01-01 07:35:01.010000
7,6,4,2017-01-01 07:35:01.010000
6,7,4,2017-01-01 07:35:01.010000
6,7,4,2017-01-01 07:35:01.010000
7,6,4,2017-01-01 07:35:01.010000
6,7,4,2017-01-01 07:35:01.010000
6,7,4,2017-01-01 07:35:01.010000
6,7,4,2017-01-01 07:35:01.010000
7,6,4,2017-01-01 07:35:01.010000
1,4,8,2017-01-01 07:35:01.010000
6,7,4,2017-01-01 07:35:01.010000
